,Nome,LOA (m),Boca (m),DWT (ton),Calado de Entrada (m),Calado de Saída (m),Calado Aéreo (m),Pontal (m),Tamanho de Lança (m),Ano de Construção,Tipo do Navio,Último Porto,Próximo Porto,Situação
104,Navio5362,208,46,98669,17.895231465013648,13.116648292377745,28,6,22,2006,GSM,Porto174,Porto178,0
105,Navio3376,198,37,119833,15.378691782569007,14.102286935323683,20,6,79,2018,GSM,Porto42,Porto43,0
106,Navio1879,190,25,97901,17.201206554478013,14.23594178496974,25,7,79,2013,CNTR,Porto122,Porto79,0
107,Navio976,185,29,136254,15.264894950621436,14.76941296581029,15,11,111,2016,GLP,Porto40,Porto176,0
108,Navio496,191,80,113025,16.97304099378696,17.31929833458947,11,18,50,2021,CG,Porto121,Porto90,1
109,Navio24,271,58,77084,15.097884436832732,11.950313042219225,13,17,103,2020,GSM,Porto11,Porto68,1
110,Navio259,289,42,141642,14.871793250978039,16.688742280366142,17,18,69,2002,GLP,Porto92,Porto40,1
111,Navio280,210,48,94247,13.697877330485307,13.807934284521817,29,13,51,2015,CG,Porto59,Porto114,0
112,Navio385,211,34,148886,19.083039644497134,13.578280953076787,24,11,94,2009,GSM,Porto115,Porto133,1
113,Navio585,219,28,121220,13.698352531256685,13.71110903330165,10,15,28,2022,GLP,Porto184,Porto117,0
114,Navio805,193,27,147718,17.447827189118847,14.842748002573938,13,12,14,2008,GSM,Porto33,Porto140,0
115,Navio3443,216,30,154981,14.878691512757973,16.92380635434064,23,12,24,2019,CNTR,Porto155,Porto31,0
116,Navio5522,206,44,107663,18.326645866332072,12.823797401617458,27,14,25,2020,CG,Porto18,Porto198,0
117,Navio6208,209,26,86117,14.667922013813982,15.159920741490701,11,9,56,2012,GSM,Porto1,Porto80,0
118,Navio5580,194,50,81816,18.315050155488006,15.146252955613065,27,15,34,2019,GS,Porto37,Porto184,0
119,Navio381,297,35,91102,17.034006442017073,17.002380915682206,23,5,111,2005,CNTR,Porto28,Porto95,1
120,Navio130,219,32,125502,15.552557331278393,13.860750087800152,27,16,110,2018,CNTR,Porto23,Porto195,0
121,Navio2,230,64,150719,14.184393203930103,15.015332866922495,21,6,111,2003,GL,Porto59,Porto122,1
122,Navio319,287,79,143780,16.133892226003702,15.3410245632346,29,9,12,2012,GS,Porto10,Porto155,1
123,Navio646,215,25,146883,15.801001252914851,11.851960405060739,11,8,55,2013,CNTR,Porto168,Porto141,0
124,Navio65,183,32,144867,19.690408822340135,18.857895128888817,18,10,23,2013,CG,Porto27,Porto107,1
125,Navio3999,224,35,107696,14.986490116609778,16.194449265332842,11,12,99,2013,GSM,Porto127,Porto51,0
126,Navio39,265,36,86351,18.529455975614432,13.170012118370554,26,18,101,2003,GLP,Porto16,Porto30,1
127,Navio1487,209,26,77099,15.040611612291155,13.559111313425358,17,5,18,2017,GSM,Porto150,Porto142,0
128,Navio4677,201,40,142411,17.639089113867854,15.208968684205281,28,11,65,2018,CNTR,Porto97,Porto149,0
129,Navio351,267,53,121005,16.029913491396687,16.33099462498872,29,8,115,2022,GSM,Porto50,Porto110,1
130,Navio184,243,79,107789,14.15734429419962,17.78250153403063,13,12,77,2021,CNTR,Porto28,Porto47,1
131,Navio143,193,26,115555,17.06293389530399,19.486306681295652,25,18,53,2021,CNTR,Porto200,Porto21,1
132,Navio543,186,59,85903,12.135426029562609,13.074134852484903,24,6,43,2017,GLP,Porto117,Porto161,1
133,Navio4626,223,25,106173,13.545668522401662,14.21500998567588,14,17,29,2005,CNTR,Porto3,Porto96,0
134,Navio329,244,43,110049,12.467811846644217,14.62724442081283,11,14,106,2020,GS,Porto38,Porto155,1
135,Navio4847,217,33,87682,17.281577840277492,14.110298709230335,27,15,63,2009,GS,Porto180,Porto59,0
136,Navio544,225,73,114303,12.894627850678175,17.526058961558437,20,6,30,2015,GSM,Porto3,Porto88,1
137,Navio107,287,38,114634,17.49282191072804,15.957265865699215,23,19,94,2010,CG,Porto42,Porto123,1
138,Navio5265,207,37,104988,15.16561619297526,16.07674528061107,27,11,35,2008,GS,Porto79,Porto86,0
139,Navio3019,187,26,112411,17.6969059675447,13.5001188158142,15,16,98,2021,GSM,Porto143,Porto158,0
140,Navio292,222,49,151718,15.17725724691287,17.151656235663303,29,14,98,2005,GLP,Porto192,Porto105,0
141,Navio68,188,46,121294,17.522838413164536,16.51242906773155,17,14,16,2003,GL,Porto97,Porto64,1
142,Navio459,300,51,100927,18.140416883694552,19.844684830124386,11,6,10,2017,CG,Porto199,Porto166,1
143,Navio327,245,77,100206,15.355793251411434,11.682791216920325,15,17,66,2012,GS,Porto156,Porto20,1
144,Navio5251,220,43,100044,15.802899091244427,18.251710578113457,18,19,119,2011,GLP,Porto46,Porto45,0
145,Navio3357,202,40,151836,16.903042665290073,14.971486440748183,23,8,98,2006,CNTR,Porto95,Porto56,0
146,Navio249,276,60,159949,17.125277897498783,19.84185654620145,19,17,89,2009,GS,Porto77,Porto29,1
147,Navio216,258,50,88714,14.583162672386287,16.132641974975492,18,16,11,2023,CNTR,Porto189,Porto70,1
148,Navio4576,208,40,105359,13.290134776783052,16.852784828770403,20,12,75,2012,GL,Porto140,Porto61,0
149,Navio454,274,58,111215,12.673334714661909,17.85850076325961,19,19,69,2002,GS,Porto15,Porto80,1
150,Navio40,282,54,124016,14.571246120508167,17.2095899011621,19,8,56,1998,GL,Porto23,Porto143,1
151,Navio279,185,47,122580,16.31657076984775,18.6010294090846,29,8,117,2004,CG,Porto73,Porto131,1
152,Navio3906,219,31,104633,17.67462374004685,14.673850979883966,20,6,24,2020,CNTR,Porto150,Porto19,0
153,Navio76,225,26,156724,17.653885013256556,13.18285058940069,26,10,32,2021,GLP,Porto190,Porto94,1
154,Navio342,218,64,84588,11.674386525392263,12.394810260037097,10,17,60,2023,GSM,Porto149,Porto59,1
155,Navio95,225,75,126492,13.926893480533781,17.915978895248116,20,11,46,2021,GSM,Porto98,Porto108,1
156,Navio513,291,46,121703,19.07194076800691,16.72193394140455,24,14,15,2012,GLP,Porto147,Porto190,1
157,Navio44,212,36,116206,17.454866316352824,15.914466044877631,26,13,14,2017,GS,Porto23,Porto63,0
158,Navio6024,195,32,128959,16.441084657276846,15.82781217395079,13,9,13,2019,CNTR,Porto55,Porto11,0
159,Navio5152,207,33,154729,13.42830731288866,12.25495494933788,13,15,92,2006,GS,Porto89,Porto176,0
160,Navio104,259,62,131334,12.935310504637783,18.518626187475316,27,11,91,2017,GS,Porto127,Porto135,1
161,Navio268,215,80,152920,19.62121090884223,15.647551628464946,22,18,116,2002,GSM,Porto59,Porto58,1
162,Navio1125,187,31,112927,17.74398472475798,14.24413150234056,21,7,100,2016,GSM,Porto184,Porto178,0
163,Navio4148,183,26,121410,17.822543986776168,13.94201183420907,17,11,37,2006,GL,Porto153,Porto61,0
164,Navio358,249,78,134775,12.914397118378103,14.853725092846368,18,17,32,2003,CNTR,Porto162,Porto19,1
165,Navio536,183,56,136887,19.11255600226745,15.159481804746957,25,5,116,2016,GS,Porto136,Porto154,1
166,Navio246,194,54,139864,17.252718181838485,12.763905996458117,23,11,49,2020,GS,Porto67,Porto65,1
167,Navio4804,219,33,88325,16.69714098602423,11.708241740244441,15,11,85,2021,CNTR,Porto98,Porto108,0
168,Navio627,204,50,76664,17.58934027514608,15.554836474256204,28,10,104,2007,GS,Porto133,Porto80,0
169,Navio4091,194,35,150145,13.694578283330314,16.64916647929213,27,15,85,2015,CNTR,Porto185,Porto68,0
170,Navio75,288,32,90469,14.294381608909427,16.71533636009073,20,14,17,2018,GSM,Porto171,Porto70,1
171,Navio62,211,32,130557,12.17901350647704,17.802841413089357,17,18,99,2019,CG,Porto33,Porto80,0
172,Navio3789,218,43,127523,14.899337139219938,15.571180881828461,16,18,47,2023,GSM,Porto188,Porto96,0
173,Navio502,272,74,92058,15.746127993938737,13.043874801912153,24,8,36,2022,GS,Porto92,Porto36,1
174,Navio66,219,49,158640,18.075634313432808,15.711159370930186,22,9,94,2019,CG,Porto188,Porto33,1
175,Navio4999,204,37,110279,13.182141457262194,13.576758501248102,25,12,18,2006,CG,Porto176,Porto67,0
176,Navio192,281,61,127566,12.317485865096879,13.96424721069651,10,10,19,2021,GSM,Porto23,Porto4,1
177,Navio419,258,71,89482,15.310368489204032,19.14047455354936,12,11,108,2000,GS,Porto183,Porto171,1
178,Navio269,194,53,103023,15.823742269395591,17.208814909374013,13,13,88,2021,GL,Porto44,Porto98,1
179,Navio47,197,80,135904,19.619758923821983,15.375581170714709,20,18,76,2015,GS,Porto130,Porto175,1
180,Navio6073,194,41,93426,18.25932750209837,14.056080397585621,18,8,114,2017,GS,Porto55,Porto174,0
181,Navio265,252,54,99333,14.941863027879652,11.974987434942586,13,6,85,2014,GLP,Porto118,Porto158,1
182,Navio200,255,51,135615,14.205807493247505,11.809325228760233,28,8,91,2015,CG,Porto56,Porto33,1
183,Navio453,232,28,117001,16.09492181946274,15.78606425519977,12,16,35,2010,CNTR,Porto13,Porto176,1
184,Navio2446,224,35,126764,16.81815898573642,17.260820875017625,15,5,36,2013,CNTR,Porto89,Porto148,0
185,Navio5129,190,34,102875,16.14415444414157,12.986073811144657,24,12,98,2019,GLP,Porto179,Porto54,0
186,Navio345,212,66,155401,15.87884231657712,17.133290986968387,25,16,37,2004,GS,Porto188,Porto70,1
187,Navio6132,192,30,99969,15.849438511110893,17.873399805593866,29,11,79,2016,GSM,Porto12,Porto168,0
188,Navio929,207,41,141731,14.780741313372427,17.02997744418768,17,8,91,2005,CG,Porto140,Porto46,0
189,Navio527,298,63,130013,13.244706379447818,19.76736581321135,28,15,98,2017,GLP,Porto3,Porto183,1
190,Navio4561,196,36,104682,15.169425068932668,17.097327469238085,23,11,103,2011,GS,Porto179,Porto152,0
191,Navio417,238,68,104007,18.59125669606128,14.134034699890668,22,15,29,2006,CNTR,Porto172,Porto44,1
192,Navio4434,217,44,120999,16.289936594565745,15.400902815228754,26,14,42,2017,GL,Porto128,Porto84,0
193,Navio5490,203,28,130778,17.111899963998916,13.249943953370613,27,6,92,2016,GSM,Porto151,Porto177,0
194,Navio5064,199,49,106666,14.231527727473445,17.538879617319242,11,16,80,2012,GL,Porto156,Porto26,0
195,Navio6255,209,38,78904,18.064858971692477,17.801389513260254,29,16,84,2019,GLP,Porto150,Porto29,0
196,Navio257,294,28,80457,18.859378525678338,19.094090542155318,10,16,98,2005,GL,Porto131,Porto87,1
197,Navio3631,186,48,123866,14.948429168204077,18.075507392775553,18,11,18,2008,CG,Porto125,Porto73,0
198,Navio501,267,31,83233,12.105827704239433,16.152989856209718,11,15,41,2011,CG,Porto47,Porto42,1
199,Navio5365,185,43,119642,13.845314685937272,12.297200892525007,24,10,119,2010,CG,Porto24,Porto2,0
200,Navio3103,193,47,139376,16.367169604404914,14.315841499837031,25,8,88,2012,GLP,Porto184,Porto64,0
201,Navio188,207,70,115965,13.772181612107085,19.18797795265506,16,13,73,2022,GLP,Porto108,Porto91,1
202,Navio186,260,38,155549,16.933335785974894,12.606996015638437,16,12,20,2019,CNTR,Porto149,Porto162,1
203,Navio370,201,40,157931,18.791373680309874,18.214524896910312,29,7,100,2010,GLP,Porto7,Porto145,1
204,Navio464,241,30,99397,13.146306145104832,17.736589944228353,22,19,54,2019,GL,Porto88,Porto116,1
205,Navio1007,213,49,90670,14.371365597496073,13.37739796567752,29,7,36,2013,GS,Porto49,Porto147,0
206,Navio1124,202,30,120296,16.502854690912073,12.336270788232994,17,14,51,2006,CG,Porto22,Porto103,0
207,Navio199,278,72,100935,17.713495018011475,17.900776662602397,28,12,16,2010,GL,Porto181,Porto132,1
208,Navio195,295,59,84094,11.809448014107398,12.156782353362427,25,14,10,2008,GS,Porto133,Porto139,1
209,Navio4402,196,30,114014,17.2942179822485,11.913586288017889,13,18,54,2006,GS,Porto174,Porto144,0
210,Navio5255,195,27,149945,16.87621257333317,12.573092465859492,13,5,48,2014,GLP,Porto131,Porto186,0
211,Navio182,298,70,135535,15.699400230423015,15.498236023421704,13,16,84,2021,GL,Porto115,Porto81,1
212,Navio93,236,49,114832,16.399894724391693,15.607437281661575,25,17,20,2017,GLP,Porto198,Porto176,1
213,Navio160,233,53,111618,15.450595457533309,13.639434026584556,29,5,112,2000,GLP,Porto199,Porto107,1
214,Navio333,218,48,153040,16.552989201926632,12.449062852202001,21,17,73,2008,GLP,Porto88,Porto161,0
215,Navio343,297,38,95693,16.357375862858703,16.86260767151151,14,17,117,2011,CNTR,Porto193,Porto128,1
216,Navio427,211,26,159750,18.857477558497553,14.497991514344989,26,14,81,2014,GSM,Porto5,Porto171,1
217,Navio364,258,56,105917,14.168116647775747,15.236498651008182,18,7,39,2002,GS,Porto145,Porto91,1
218,Navio363,222,40,99497,15.483986762446495,19.231866152709415,18,19,15,2004,GSM,Porto41,Porto23,1
219,Navio372,226,43,93116,16.09199839695981,17.008911955762475,21,11,91,2009,GSM,Porto138,Porto176,1
220,Navio426,269,38,148517,14.64660572779201,16.02845757036994,23,15,29,2003,GL,Porto102,Porto50,1
221,Navio284,236,37,120631,19.53071353932755,19.898183008389353,16,8,83,2008,GL,Porto95,Porto88,1
222,Navio377,229,74,156728,19.422376451942995,11.631904585290043,20,9,40,2018,GLP,Porto31,Porto175,1
223,Navio326,263,33,158453,15.155596582466844,18.4463425276064,28,9,64,2015,GSM,Porto147,Porto45,1
224,Navio6353,201,41,92762,13.909300840305079,13.038966925914906,22,5,44,2009,GL,Porto31,Porto65,0
225,Navio4622,197,37,84558,17.321277791073157,16.525450976033056,19,7,24,2009,CG,Porto190,Porto196,0
226,Navio421,219,75,82720,17.12602941147979,13.63145443720555,15,16,24,2019,CG,Porto78,Porto5,1
227,Navio5601,183,34,104426,15.631363118137978,14.303469614471979,28,5,115,2013,GSM,Porto21,Porto84,0
228,Navio2825,200,49,100460,13.46085105611539,14.213813525447872,16,17,20,2009,GS,Porto17,Porto124,0
229,Navio2622,204,39,115912,17.06504053867026,15.593975260536748,28,12,16,2007,GSM,Porto11,Porto116,0
230,Navio181,225,35,150653,15.668888299278862,13.321296569582616,14,8,54,1998,GS,Porto5,Porto36,1
231,Navio5907,220,37,132707,15.058846664355297,18.398700529415404,29,16,113,2016,GSM,Porto22,Porto46,0
232,Navio173,234,63,143187,14.182088997510967,19.29810912404505,24,16,30,2022,GSM,Porto136,Porto186,1
233,Navio379,256,35,100564,13.0061562785323,19.78148186070512,15,15,62,2006,GL,Porto71,Porto154,1
234,Navio5421,213,37,142528,15.968533110705591,12.774846624752147,14,9,55,2005,GLP,Porto22,Porto131,0
235,Navio399,246,71,150166,14.118813315606877,16.438632705016495,27,6,96,2004,CNTR,Porto113,Porto5,1
236,Navio5657,190,44,78162,13.315437179470278,12.55145393691298,24,19,73,2015,GLP,Porto195,Porto137,0
237,Navio229,216,63,159766,16.477606049408212,11.608479665371238,10,15,44,2001,CNTR,Porto47,Porto121,1
238,Navio346,296,49,135770,16.355414590712986,14.931702874729563,17,18,69,2015,GL,Porto105,Porto83,1
239,Navio99,189,26,124043,14.5793733728699,11.689898482396195,15,16,106,2008,GS,Porto148,Porto177,0
240,Navio815,187,35,124124,15.768311783783638,15.038163300971576,24,16,33,2019,GS,Porto91,Porto142,0
241,Navio301,291,41,157314,15.149330529816357,13.539201312966718,19,18,65,2014,CNTR,Porto110,Porto119,1
242,Navio4809,199,40,116508,13.873718861186234,13.388488854289283,23,11,85,2005,CNTR,Porto52,Porto156,0
243,Navio1086,210,44,85659,15.733333833783462,18.058611028287423,23,8,21,2009,CG,Porto55,Porto32,0
244,Navio5249,225,37,96585,12.76666154571264,14.665705294337162,19,5,44,2013,CG,Porto19,Porto200,0
245,Navio401,234,64,141028,15.005668847829854,17.044008507263904,28,15,57,2004,GSM,Porto177,Porto16,1
246,Navio6146,214,41,113960,16.44551040253017,12.142893999777108,23,10,26,2010,CNTR,Porto133,Porto45,0
247,Navio4702,193,35,126257,13.318736287970486,13.75663655315612,24,19,106,2015,CNTR,Porto177,Porto188,0
248,Navio183,239,70,105630,19.709915136742453,12.487564282146362,24,8,105,2012,CG,Porto123,Porto157,1
249,Navio9,266,73,98482,17.402184369398547,19.474308473618745,23,9,49,2009,GL,Porto118,Porto180,1
