,Nome,LOA (m),Boca (m),DWT (ton),Calado de Entrada (m),Calado de Saída (m),Calado Aéreo (m),Pontal (m),Tamanho de Lança (m),Ano de Construção,Tipo do Navio,Último Porto,Próximo Porto,Situação
19,Navio10664,202,31,141202,13.049766227891704,15.73319251744443,18,5,77,2008,GLP,Porto169,Porto93,0
20,Navio13065,216,42,108827,17.833467429770927,13.327919162029861,28,13,15,2023,GSM,Porto114,Porto73,0
21,Navio12092,198,27,149811,15.183777938029397,14.090259502994536,13,15,50,2014,GL,Porto15,Porto190,0
22,Navio19364,215,49,105952,14.925828165238883,15.567094833423063,26,16,106,2006,GL,Porto63,Porto67,0
23,Navio19926,265,54,131047,15.882861282890993,18.619230347388275,17,7,25,2007,GL,Porto17,Porto133,1
24,Navio18309,202,47,147057,17.88705859963225,15.521788361576483,17,5,110,2018,GLP,Porto54,Porto83,0
25,Navio19938,293,64,107579,16.988179529859142,14.928068882155214,12,5,70,2011,CNTR,Porto171,Porto21,1
26,Navio15384,198,35,95756,13.603428749903202,13.897405221012889,19,14,44,2010,GL,Porto170,Porto125,0
27,Navio19970,269,40,114710,16.72976240624001,19.490867219976455,11,9,67,2019,GS,Porto17,Porto29,1
28,Navio15999,192,42,123272,16.271309476680155,12.760040927912229,29,19,78,2007,GSM,Porto100,Porto50,0
29,Navio10559,194,42,97679,12.098545794937738,17.823178225717157,28,5,83,2019,GL,Porto150,Porto34,0
30,Navio15484,193,27,125996,15.953714865782727,13.342900740391903,28,18,44,2021,GS,Porto58,Porto178,0
31,Navio12827,195,44,131334,12.303271119771146,15.231285476031521,20,7,27,2009,GL,Porto42,Porto162,0
32,Navio13897,211,40,142935,11.912668722687439,18.311234834329063,19,15,47,2012,CNTR,Porto128,Porto80,0
33,Navio19950,266,51,133210,15.436117830225884,15.99236867031508,14,14,59,2014,GS,Porto179,Porto99,1
34,Navio17931,213,36,124695,17.636120202284985,17.340414747853437,19,10,24,2007,GLP,Porto194,Porto28,0
35,Navio16054,184,50,113259,13.693774939360143,18.02873995873845,20,18,40,2015,CNTR,Porto66,Porto169,0
36,Navio19823,278,67,92600,14.353844233358162,13.994137583521573,27,7,23,2019,GLP,Porto174,Porto20,1
37,Navio19845,284,38,157087,13.79350631244891,19.62780776144872,22,9,52,2023,GSM,Porto123,Porto48,1
38,Navio11793,225,47,84382,11.613370464723612,15.150852133988849,21,8,31,2012,CNTR,Porto124,Porto23,0
39,Navio17495,190,27,86348,12.213978458601197,13.569204647752713,29,6,73,2014,GLP,Porto92,Porto157,0
40,Navio18431,212,41,129302,13.125278954348715,15.3695497476864,23,16,70,2016,GSM,Porto99,Porto170,0
41,Navio19552,197,33,140682,18.312769182351378,12.387178903104534,21,16,64,2018,CG,Porto195,Porto17,0
42,Navio9839,199,32,110216,13.902831323516732,11.808385780959718,11,9,103,2022,GS,Porto197,Porto6,0
43,Navio19967,216,45,128572,16.156519116635078,12.906133143524446,21,5,86,2014,CG,Porto175,Porto27,0
44,Navio19556,221,50,82762,15.577599610263537,16.384726400376422,20,11,26,2006,CG,Porto184,Porto125,0
45,Navio14511,200,39,103588,11.808029245653147,15.411380398285875,15,7,23,2021,CNTR,Porto41,Porto9,0
46,Navio19789,243,78,100776,16.695271594582785,18.827914349330086,28,6,110,2001,CNTR,Porto51,Porto59,1
47,Navio10402,203,28,135920,13.449313758768808,18.49194795970531,16,9,25,2015,GS,Porto92,Porto9,0
48,Navio18653,196,39,101176,13.121332989068712,13.324972497218912,14,16,110,2013,GL,Porto125,Porto40,0
49,Navio17073,217,45,115211,15.558811388700242,18.483145991016677,27,18,90,2019,GLP,Porto99,Porto97,0
50,Navio9549,187,43,142184,16.769521294218137,13.829080571122375,28,15,119,2007,CNTR,Porto11,Porto194,0
51,Navio19813,226,42,158228,17.887602286727358,14.51888983342646,10,16,116,1998,GSM,Porto27,Porto62,1
52,Navio17483,188,44,79059,18.21692552069001,17.537747578525448,12,11,11,2007,CNTR,Porto43,Porto120,0
53,Navio16754,195,47,92281,17.646352576337577,11.548211287300097,11,8,14,2013,GLP,Porto50,Porto41,0
54,Navio19827,194,36,113415,19.740524882220296,13.343787042830533,21,8,21,2011,GL,Porto93,Porto170,1
55,Navio18346,192,30,97253,18.36259113954887,14.988206775716993,17,16,97,2021,GLP,Porto127,Porto40,0
56,Navio16867,203,49,106634,11.622042394930226,12.810112076296308,27,15,88,2022,CNTR,Porto93,Porto101,0
57,Navio19891,183,31,117378,14.55219202766184,14.881725727461372,12,7,63,2016,GSM,Porto2,Porto178,0
58,Navio17551,206,26,132522,15.349047070907456,16.788691517439684,21,9,52,2023,CNTR,Porto39,Porto120,0
59,Navio10405,214,43,91494,18.077923180717143,17.629375800405565,17,7,81,2007,GSM,Porto142,Porto106,0
60,Navio15527,189,30,133783,13.12729141418682,14.331776695148381,18,19,21,2017,GSM,Porto34,Porto97,0
61,Navio13092,188,50,99886,16.83258974250215,17.193345057988573,19,10,112,2016,CNTR,Porto176,Porto69,0
62,Navio10821,210,33,90267,17.649875827747056,15.244976208123079,14,5,64,2013,GS,Porto65,Porto6,0
63,Navio9823,212,49,94533,14.321626931119978,14.910239387364758,10,9,81,2022,GS,Porto118,Porto82,0
64,Navio18426,223,29,90226,11.756269646488883,15.708584669911973,28,5,110,2005,GS,Porto121,Porto186,0
65,Navio13826,214,36,80198,11.655048334542618,12.128862014977225,24,5,106,2017,CG,Porto109,Porto181,0
66,Navio16840,186,42,149191,11.695051895217565,13.864181123762314,14,19,17,2020,GS,Porto27,Porto153,0
67,Navio10011,206,41,119014,13.084142186426213,12.808326531910222,20,12,52,2006,CNTR,Porto5,Porto146,0
68,Navio19535,202,47,102905,12.332086950819406,13.455230941532962,20,13,89,2019,CG,Porto174,Porto196,0
69,Navio9275,200,49,93334,18.370946621724556,15.536949268388096,26,7,76,2007,GSM,Porto152,Porto84,0
70,Navio14535,183,41,151045,14.228676655071755,17.78341700523985,18,18,50,2005,GS,Porto148,Porto74,0
71,Navio19801,187,77,134971,19.22551060002405,18.60709386960078,11,5,87,2016,GSM,Porto134,Porto27,1
72,Navio19889,244,71,93600,15.99929540728591,15.358091629310364,10,14,27,2001,GL,Porto71,Porto197,1
73,Navio10734,211,33,134285,15.570611249586829,13.59705360630206,23,17,60,2017,GS,Porto162,Porto24,0
74,Navio14178,196,32,112175,17.35066654612057,17.408474909109458,14,14,97,2006,CNTR,Porto91,Porto101,0
75,Navio17066,211,46,85523,14.88670279591627,14.049845645177268,28,19,44,2015,CG,Porto10,Porto137,0
76,Navio19952,224,49,118373,17.23086910399494,13.183634961653675,18,9,49,2012,GLP,Porto129,Porto116,0
77,Navio10987,187,35,150631,14.528813777401849,17.06664685436801,24,11,66,2015,GSM,Porto73,Porto23,0
78,Navio10943,223,28,80569,14.298786660927949,15.25264605048189,23,8,82,2022,GL,Porto141,Porto55,0
79,Navio17819,205,36,148914,15.419721628363833,17.358790855973886,14,11,100,2019,GLP,Porto73,Porto20,0
80,Navio13924,218,28,81810,13.498841703871104,12.592612328846254,20,19,98,2019,CNTR,Porto141,Porto53,0
81,Navio19266,212,37,78132,13.557781985245468,13.045633373085218,14,7,21,2022,CNTR,Porto95,Porto145,0
82,Navio11416,193,33,89186,14.234272394157575,16.421540634103973,16,10,45,2008,GS,Porto22,Porto159,0
83,Navio12085,201,28,106975,13.923811862518713,16.81398389652955,21,11,73,2018,GSM,Porto19,Porto172,0
84,Navio11671,223,44,133594,12.030521923349427,11.595456952073068,11,12,102,2011,GL,Porto155,Porto80,0
85,Navio12892,205,41,96092,13.40453096505964,17.187349556928076,21,19,40,2009,GSM,Porto183,Porto10,0
86,Navio12777,217,33,136935,14.950694559120349,14.446828193640105,21,12,60,2011,CNTR,Porto177,Porto61,0
87,Navio15359,202,39,129097,12.582039271093986,14.217892455252654,13,12,23,2006,GS,Porto107,Porto148,0
88,Navio19988,299,25,149569,11.93768481614088,17.55699737376366,15,17,37,2013,GLP,Porto114,Porto108,1
89,Navio15893,183,28,81682,14.10781361312395,17.07635118226552,12,12,17,2005,CNTR,Porto110,Porto39,0
90,Navio17500,200,29,118998,15.420061263386884,12.442970380654744,24,19,96,2020,CG,Porto5,Porto111,0
91,Navio11611,210,25,106112,16.763572478498027,15.445068694074964,29,17,74,2007,GSM,Porto80,Porto38,0
92,Navio10588,224,42,132026,17.139364582687417,11.689036835211363,26,10,61,2013,GLP,Porto61,Porto82,0
93,Navio11277,192,41,98525,14.217587246885834,14.42282365889356,24,14,72,2006,GLP,Porto26,Porto89,0
94,Navio9392,223,33,153398,11.767640580490745,16.16257297130139,16,9,11,2007,CG,Porto28,Porto130,0
95,Navio17169,211,33,113737,13.146740575255258,13.943963969914053,29,7,75,2012,GSM,Porto34,Porto30,0
96,Navio18172,195,33,132935,14.743041507944408,12.150063228697686,27,8,42,2020,GS,Porto153,Porto152,0
97,Navio19932,198,27,118813,18.298897643305608,18.52430923719896,13,12,16,2005,GS,Porto145,Porto125,1
98,Navio19800,262,27,140833,16.055558493999442,17.09118685934311,27,5,13,1998,CG,Porto167,Porto28,1
99,Navio19802,199,39,139204,18.555594339832286,13.113037463109514,19,16,66,2017,GSM,Porto26,Porto9,1
100,Navio12627,214,35,91181,12.962371226412369,13.634267088849857,21,16,46,2019,CNTR,Porto35,Porto120,0
101,Navio11455,203,31,137720,11.62145235201043,13.797910912216313,11,11,108,2017,CNTR,Porto85,Porto186,0
102,Navio19962,247,59,102782,14.483101594856128,13.2807938901751,14,14,93,2000,CG,Porto106,Porto9,1
103,Navio13955,202,37,80045,17.37916154724897,15.58907735116792,29,5,57,2007,GLP,Porto60,Porto126,0
104,Navio13020,203,50,146165,17.187656020220384,11.766755926530038,29,11,21,2022,GSM,Porto166,Porto151,0
105,Navio11627,183,50,112143,15.11386167490469,14.585639833716138,12,6,113,2007,GLP,Porto153,Porto75,0
106,Navio12730,190,46,142082,11.711534783586508,16.46963156825895,29,18,48,2022,CNTR,Porto121,Porto116,0
107,Navio14047,202,27,136545,18.15837516659188,12.384730281181856,23,7,79,2014,CG,Porto162,Porto188,0
108,Navio19838,283,39,86683,17.042597958866086,15.011891705621672,19,9,80,2022,GSM,Porto199,Porto143,1
109,Navio17760,197,49,147353,15.417309723492664,15.587769995591536,29,16,26,2016,CG,Porto89,Porto158,0
110,Navio9983,218,38,150036,13.22446847060056,12.757923872835281,24,10,67,2010,GS,Porto106,Porto119,0
111,Navio14233,202,35,96568,15.280764177728281,14.823418063782503,21,5,17,2019,GL,Porto6,Porto122,0
112,Navio19847,202,59,137870,16.945017157010177,15.2030965608656,15,14,94,2004,CG,Porto146,Porto178,1
113,Navio14351,215,49,101762,13.02602706803607,14.544237514983664,23,8,107,2021,GSM,Porto55,Porto84,0
114,Navio16504,217,50,131858,18.057856772690695,15.249980170745376,26,19,83,2007,GSM,Porto134,Porto60,0
115,Navio18815,208,46,146216,14.985074265522012,13.478296960099545,23,14,29,2021,GL,Porto73,Porto194,0
116,Navio10418,206,43,153012,13.66094776928956,18.405882898877387,26,6,59,2015,GS,Porto132,Porto99,0
117,Navio13480,196,28,114614,16.901523709079875,13.523761502442758,18,19,95,2009,GL,Porto63,Porto139,0
118,Navio15866,220,28,121131,18.38745808964761,12.256011223590239,18,15,113,2005,GSM,Porto108,Porto81,0
119,Navio17878,196,42,78494,17.402853162259966,17.058450090704465,23,18,42,2013,GLP,Porto194,Porto76,0
120,Navio19995,199,73,107123,13.845523735462164,14.151944239680656,17,17,87,2009,CNTR,Porto182,Porto147,1
121,Navio19907,217,67,117471,13.501270355433675,19.601763415407703,23,16,71,2000,GLP,Porto140,Porto122,1
122,Navio16092,203,44,89853,14.528430325449639,16.798368251584066,13,15,73,2017,GLP,Porto149,Porto4,0
123,Navio14098,200,25,124083,14.276244526852645,17.067578780336547,21,17,82,2017,GLP,Porto160,Porto46,0
124,Navio16428,185,34,127407,13.416406607325944,13.90703355835583,21,7,69,2016,GS,Porto62,Porto119,0
125,Navio19856,230,42,158833,14.529784498716241,18.956625662488147,26,5,87,2007,GL,Porto132,Porto43,1
126,Navio10587,208,30,94455,16.163797625736272,16.124281116760145,27,8,71,2011,CG,Porto89,Porto15,0
127,Navio18064,212,42,129700,13.852808350684978,12.50759285160785,19,18,36,2021,GS,Porto195,Porto181,0
128,Navio9577,188,33,137148,17.278560975330826,14.766494007937586,11,15,66,2006,CG,Porto26,Porto186,0
129,Navio12355,186,41,138756,13.409819084404617,12.679840408318004,22,5,51,2014,GS,Porto170,Porto50,0
130,Navio9784,188,25,91207,15.649495922001558,17.82914521510409,17,8,113,2019,GLP,Porto144,Porto97,0
131,Navio16306,221,27,130925,17.544922431286203,17.945489995010252,12,10,18,2009,GLP,Porto163,Porto113,0
132,Navio19791,241,54,82634,14.125944059252454,12.623197274400486,17,12,95,1999,CG,Porto158,Porto124,1
133,Navio19979,192,36,125243,15.793710971540836,15.174419629926463,10,11,34,2005,GS,Porto167,Porto191,0
134,Navio17208,202,49,116328,16.098215053003425,13.50800245394361,17,13,17,2016,GS,Porto25,Porto191,0
135,Navio9619,185,25,103226,12.440313600316717,17.984681972866973,19,18,98,2006,GLP,Porto100,Porto115,0
136,Navio16050,202,41,118940,15.277656063873241,16.353386456922568,25,10,109,2020,CNTR,Porto123,Porto175,0
137,Navio19861,231,29,115244,17.734258065144225,17.595935788483246,26,9,35,2013,GL,Porto98,Porto160,1
138,Navio12568,224,29,137557,14.10336422999027,15.875970868281067,11,10,53,2008,CG,Porto113,Porto107,0
139,Navio17970,188,31,104573,12.340097854047395,14.4542816244895,25,13,87,2014,GLP,Porto45,Porto62,0
140,Navio9153,201,37,84507,13.472941029354905,13.867500905912596,19,19,96,2022,GS,Porto43,Porto28,0
141,Navio18812,201,35,131661,15.787719189301958,15.805849335096081,24,7,104,2005,GL,Porto146,Porto1,0
142,Navio16331,189,40,106587,14.28793782335222,14.308609586746245,29,16,109,2022,GLP,Porto33,Porto27,0
143,Navio19965,238,60,134486,12.02701590896909,16.530386051959706,19,18,72,1999,CNTR,Porto133,Porto18,1
144,Navio9759,222,42,84647,13.0100732048692,16.33127391078371,11,17,91,2022,CNTR,Porto44,Porto83,0
145,Navio19905,266,66,77607,13.968201847186716,13.223073558040127,18,18,14,2018,GS,Porto43,Porto12,1
146,Navio11689,223,34,87220,13.57407170125321,14.153335126181966,25,17,106,2016,GS,Porto67,Porto168,0
147,Navio17450,184,50,101280,15.272308909009544,11.85095471676607,16,16,21,2019,GL,Porto56,Porto159,0
148,Navio15433,188,31,132769,14.359947770110438,18.389379800332083,21,15,103,2017,GSM,Porto14,Porto12,0
149,Navio17578,203,26,108632,12.462155719491609,15.18169871038871,17,9,90,2012,GL,Porto176,Porto25,0
150,Navio18861,199,33,97958,12.567662367273405,17.277973847828534,19,6,45,2007,GSM,Porto78,Porto199,0
151,Navio19821,198,25,140355,17.48347122508132,19.244646073570816,17,11,48,2012,GS,Porto6,Porto40,1
152,Navio19917,224,51,146687,11.982455017401016,15.57845429340334,14,14,117,2021,GSM,Porto151,Porto131,1
153,Navio13548,213,36,91679,14.934977774262874,11.83548000423479,12,8,52,2019,GS,Porto25,Porto147,0
154,Navio19013,210,31,139780,17.976628707014708,15.829132726499289,22,15,34,2023,CNTR,Porto97,Porto155,0
155,Navio15958,215,30,150157,18.423667829884145,16.632705007508733,25,18,40,2012,CG,Porto53,Porto107,0
156,Navio19997,284,68,132543,12.133893734927591,12.494487397242638,29,14,53,2001,CNTR,Porto61,Porto77,1
157,Navio17982,190,35,130971,12.827091770129066,13.768672666978556,12,14,55,2012,CNTR,Porto11,Porto9,0
158,Navio19818,270,44,106523,12.984550423047947,15.862399756752673,20,14,15,2018,CNTR,Porto160,Porto83,1
159,Navio19372,211,27,131389,16.889478122586496,13.819183773667405,19,14,91,2018,GSM,Porto129,Porto146,0
160,Navio14834,212,50,115302,13.734341894235806,15.969465692745828,23,11,69,2012,GS,Porto74,Porto6,0
161,Navio18817,224,33,152800,16.95366001320173,13.522438121228843,12,13,36,2014,GL,Porto151,Porto182,0
162,Navio15662,214,50,150480,17.701186710988566,11.50154182078182,27,14,87,2008,GS,Porto11,Porto199,0
163,Navio10074,188,45,123102,14.135542124741749,14.81236902824627,17,11,58,2018,CG,Porto25,Porto1,0
164,Navio19896,192,54,132745,14.137684626189234,16.413611533696404,14,5,49,2015,GL,Porto74,Porto178,1
165,Navio17983,188,30,138244,16.873890340215745,17.573013751447316,14,16,112,2007,GSM,Porto41,Porto135,0
166,Navio12986,185,41,154755,16.242684462117897,11.529528390990485,11,5,41,2012,GL,Porto166,Porto57,0
167,Navio14095,216,33,88456,13.458156415389464,15.547763269444374,21,8,78,2023,CNTR,Porto23,Porto5,0
168,Navio9308,184,40,107409,12.63321448243608,13.497453601667349,14,13,104,2006,GSM,Porto167,Porto52,0
169,Navio16920,208,33,111315,12.33519808514228,11.56235608587646,17,12,100,2023,GLP,Porto75,Porto40,0
170,Navio15883,213,45,142036,14.191686495693947,16.192467545306446,18,13,80,2021,GS,Porto86,Porto101,0
171,Navio19873,237,53,127418,12.771855894266796,15.744736509944124,20,17,70,2022,GSM,Porto179,Porto9,1
172,Navio17115,213,37,111777,15.096016673926108,11.95326436503507,15,10,18,2023,GLP,Porto35,Porto90,0
173,Navio15079,189,26,99042,13.107041224285298,18.348700428360978,12,16,98,2013,GL,Porto52,Porto104,0
174,Navio14250,200,27,104368,15.293070122343295,13.705510491125988,11,10,115,2022,GSM,Porto15,Porto80,0
175,Navio16336,222,36,138531,16.712843002384588,17.285195731947606,10,14,53,2021,CNTR,Porto181,Porto63,0
176,Navio9834,216,36,77263,11.7201562321283,14.89584896173972,16,10,30,2012,GSM,Porto65,Porto3,0
177,Navio11727,215,38,114711,18.029192641495236,16.897387070680757,17,16,102,2010,CNTR,Porto169,Porto33,0
178,Navio9691,198,34,104197,12.882626672823285,13.360536191571079,11,9,110,2013,GSM,Porto75,Porto54,0
179,Navio10893,196,27,112876,13.240822864187553,15.23885478772178,11,5,98,2007,GS,Porto47,Porto21,0
180,Navio10795,188,30,117630,14.439341803679522,12.107187822960553,21,19,39,2013,GLP,Porto130,Porto123,0
181,Navio19909,271,77,79861,13.966485607321832,12.205153544082554,17,10,68,2012,GSM,Porto102,Porto161,1
182,Navio11226,213,43,126318,17.97330754195218,16.300050299056295,16,14,105,2005,CNTR,Porto47,Porto13,0
183,Navio13257,194,46,105365,13.406642507903365,12.54182095218908,16,19,85,2010,GL,Porto152,Porto97,0
184,Navio10686,200,41,153347,13.645668846755957,16.016368929911017,26,12,68,2019,GSM,Porto129,Porto14,0
185,Navio19806,224,51,144887,14.893917501793148,19.436403623944067,13,11,69,2018,CG,Porto65,Porto62,1
186,Navio17053,189,38,118004,13.347523752096246,18.15355133889359,22,19,30,2011,CG,Porto126,Porto116,0
187,Navio19982,231,67,90473,11.751747036806995,11.730900664673564,25,13,70,2004,GLP,Porto44,Porto21,1
188,Navio17363,214,36,122714,14.324127994092573,17.19333401757495,11,6,23,2008,GSM,Porto119,Porto32,0
189,Navio18914,183,46,133771,17.91812673287142,15.64156497255952,17,6,61,2010,GLP,Porto82,Porto133,0
190,Navio19878,287,26,114685,13.798176211960214,12.512940768205157,26,19,59,2002,GLP,Porto199,Porto2,1
191,Navio16234,207,46,92827,17.591581939998743,14.826176936269388,17,7,42,2022,CG,Porto189,Porto35,0
192,Navio10312,213,28,139081,17.097594759886086,12.957390304761807,17,5,72,2022,CG,Porto148,Porto9,0
193,Navio12271,223,50,110060,16.992641220832933,12.535964822618212,27,10,100,2016,GS,Porto54,Porto45,0
194,Navio13793,204,46,107338,11.938784433261898,17.623598396059933,19,9,80,2005,GS,Porto85,Porto123,0
195,Navio19848,254,36,123713,15.308249319308153,12.286990131265295,21,15,103,2004,CG,Porto129,Porto189,1
196,Navio10478,207,36,126810,12.167952903086496,14.050237458262202,18,15,25,2020,CG,Porto89,Porto119,0
197,Navio10634,192,33,96430,13.348905914408729,13.271609561901602,11,19,72,2010,GL,Porto2,Porto132,0
198,Navio10267,196,42,96015,16.469137352380514,13.350901987460682,14,9,73,2011,GS,Porto98,Porto120,0
199,Navio14644,194,25,154401,14.05379281077578,14.466538326026855,24,8,74,2022,CG,Porto54,Porto62,0
200,Navio11077,186,46,108452,13.996644186457484,16.619431864566444,26,7,50,2019,GS,Porto26,Porto179,0
201,Navio16968,207,25,94377,12.048690576238938,12.388076386541268,27,8,36,2023,GSM,Porto33,Porto162,0
202,Navio19876,261,77,158148,18.74146873692185,13.00138341258129,11,18,54,2007,GS,Porto68,Porto152,1
203,Navio14004,217,48,146914,12.626229350357505,12.101218277786517,20,19,43,2018,CG,Porto28,Porto162,0
204,Navio10053,195,50,119240,13.363875587655741,17.806128150488636,16,6,106,2014,GL,Porto157,Porto19,0
205,Navio18121,201,36,136122,17.885065706457375,16.7229845941799,21,7,115,2019,GLP,Porto81,Porto130,0
206,Navio19186,207,42,85385,18.23091356237999,15.471437261565347,21,6,93,2015,GSM,Porto10,Porto84,0
207,Navio19657,198,46,106198,15.059983746992822,12.121940223386531,14,6,64,2013,CNTR,Porto177,Porto79,0
208,Navio17961,191,33,124732,13.265224392554742,12.273288391991226,10,14,111,2013,GL,Porto158,Porto125,0
209,Navio12686,184,35,76641,14.79646785411387,15.032887325375887,14,11,65,2014,CNTR,Porto117,Porto187,0
210,Navio11800,191,31,147944,14.11931448939961,12.445838965598494,14,10,24,2018,GLP,Porto94,Porto76,0
211,Navio15674,222,39,115889,11.670985980686106,13.333289985517444,24,12,47,2023,GLP,Porto166,Porto32,0
212,Navio13814,222,34,134234,12.579188304295705,18.24032979762618,23,14,95,2010,GSM,Porto175,Porto160,0
213,Navio12259,187,28,95619,16.97134490387866,13.235105405050046,22,17,117,2019,CG,Porto131,Porto44,0
214,Navio17868,222,44,114698,12.061157454356678,15.56810091741739,29,17,13,2018,CG,Porto197,Porto146,0
215,Navio12427,212,37,111496,13.636620052501616,14.609485418156229,12,6,23,2013,GSM,Porto69,Porto176,0
216,Navio12498,222,28,100819,14.78061686199515,17.00101764995093,24,5,78,2019,CNTR,Porto130,Porto178,0
217,Navio11764,219,30,78005,17.051865196044602,15.152625558151136,18,16,19,2013,CNTR,Porto18,Porto192,0
218,Navio19977,272,59,142068,11.910362001551716,12.104412218249784,26,8,99,2000,GL,Porto68,Porto57,1
219,Navio19090,194,47,108206,17.302822321137036,17.586270134782513,23,10,99,2023,GLP,Porto158,Porto74,0
220,Navio9483,203,29,122679,14.998098624969748,13.6796242858405,20,5,65,2018,GS,Porto189,Porto42,0
221,Navio19860,270,70,135939,16.889233218043408,16.72035176588619,17,17,83,2002,GLP,Porto30,Porto200,1
222,Navio19925,209,62,153888,13.066131014779378,17.094749284221475,19,16,28,2006,CNTR,Porto111,Porto142,1
223,Navio14927,210,39,76961,13.455672957550554,18.42857203969337,14,19,18,2007,CNTR,Porto39,Porto133,0
224,Navio16933,224,46,110355,15.803390389584592,15.228808419745993,18,18,74,2005,CG,Porto53,Porto99,0
225,Navio19833,248,52,141767,14.588535690154764,18.155081784709072,11,5,95,2011,GL,Porto94,Porto106,1
226,Navio18542,183,37,120306,16.41770718866261,13.892714359277168,22,11,94,2013,GL,Porto117,Porto47,0
227,Navio16475,223,38,129096,16.016628334509075,17.174679662042916,15,19,61,2022,GLP,Porto46,Porto98,0
228,Navio13312,210,40,98636,15.472097451156344,16.758796704480886,17,9,16,2014,CG,Porto70,Porto24,0
229,Navio15259,223,33,125395,16.188731720746247,17.82416848331914,14,15,81,2015,CG,Porto154,Porto54,0
230,Navio17731,220,45,121698,12.68257898522043,13.744959348377186,14,10,15,2010,GSM,Porto43,Porto26,0
231,Navio18805,198,44,126345,14.590847244664769,17.912265906827294,13,16,27,2012,GL,Porto94,Porto86,0
232,Navio14510,207,32,84049,16.875315983979245,14.229912941761238,18,18,42,2021,GLP,Porto51,Porto38,0
233,Navio17121,186,32,141243,16.35647706577549,16.55119642961146,13,13,89,2009,GS,Porto124,Porto187,0
234,Navio17185,214,31,77941,14.365938659469322,17.800920299528237,25,7,54,2011,GLP,Porto40,Porto64,0
235,Navio19914,195,27,137955,15.658165549264755,12.918103848655571,14,6,64,2011,CG,Porto37,Porto83,0
236,Navio10162,195,36,135473,18.32833498403977,14.225587472427442,15,13,89,2019,GL,Porto189,Porto125,0
237,Navio10645,221,25,123265,13.856118083356227,11.725467411417565,17,8,118,2022,GL,Porto96,Porto20,0
238,Navio19846,231,40,89197,15.610358046450672,18.134914965257522,17,18,60,2011,GS,Porto9,Porto2,1
239,Navio10525,223,41,145390,15.321870394944861,14.219294638238619,12,19,33,2022,CG,Porto38,Porto187,0
240,Navio17557,221,49,152272,14.974947212754909,12.676486073149462,19,8,28,2012,GSM,Porto69,Porto45,0
241,Navio14559,216,46,118898,13.301883867604593,17.332644158399148,26,12,79,2014,CNTR,Porto58,Porto180,0
242,Navio14830,225,40,100849,14.089161476039594,13.209833118678892,18,5,81,2011,GS,Porto173,Porto77,0
243,Navio19973,283,36,84447,17.01220973688563,13.580202944000394,15,16,56,2016,GL,Porto87,Porto170,1
244,Navio16699,214,41,87642,17.7106036583011,12.308691590894574,27,13,45,2007,GLP,Porto38,Porto128,0
245,Navio15611,208,43,147254,16.106021451889582,15.067926394337498,13,17,71,2007,GL,Porto78,Porto37,0
246,Navio10468,218,44,125575,12.826795326665172,16.679647509987966,18,5,106,2019,CG,Porto149,Porto174,0
