,Nome,LOA (m),Boca (m),DWT (ton),Calado de Entrada (m),Calado de Saída (m),Calado Aéreo (m),Pontal (m),Tamanho de Lança (m),Ano de Construção,Tipo do Navio,Último Porto,Próximo Porto,Situação
53,Navio2369,48,13,85820,10,15,21,10,66,2006,CG,Porto197,Porto103,0
54,Navio2256,33,9,83679,10,12,21,14,100,2010,CNTR,Porto165,Porto115,0
55,Navio3489,53,6,31887,15,8,14,7,70,2020,CG,Porto121,Porto20,0
56,Navio2999,28,6,40562,16,13,17,11,24,2010,CG,Porto89,Porto159,0
57,Navio3639,45,10,117069,11,17,23,10,11,2007,GLP,Porto13,Porto121,0
58,Navio3964,29,16,50111,13,17,22,14,62,2016,GS,Porto164,Porto38,0
59,Navio3654,29,6,41377,12,8,32,10,82,2013,CG,Porto91,Porto191,0
60,Navio3546,40,7,76787,9,10,30,19,69,2009,GL,Porto93,Porto3,0
61,Navio2522,56,12,88679,18,8,31,14,34,2014,CG,Porto141,Porto137,0
62,Navio3054,33,12,129993,8,9,14,13,111,2006,GL,Porto175,Porto195,0
63,Navio2261,18,12,33250,15,9,13,16,49,2006,GS,Porto136,Porto17,0
64,Navio3377,28,10,122582,9,8,16,15,48,2011,CG,Porto78,Porto57,0
65,Navio2480,25,11,104183,8,9,19,16,50,2009,GLP,Porto67,Porto4,0
66,Navio2322,52,13,78469,17,11,34,6,100,2012,CG,Porto141,Porto94,0
67,Navio2898,43,14,89144,13,8,19,6,40,2015,GLP,Porto55,Porto32,0
68,Navio3913,29,15,182126,9,11,25,8,34,1998,GSM,Porto133,Porto179,1
69,Navio3830,42,7,182027,10,9,16,16,87,2018,GL,Porto6,Porto65,1
70,Navio3702,36,8,135829,10,17,11,5,30,2002,GL,Porto125,Porto51,1
71,Navio3720,29,6,86791,15,18,23,17,94,2017,CG,Porto85,Porto199,0
72,Navio3041,50,7,87799,13,12,21,18,73,2020,CG,Porto98,Porto120,0
73,Navio3979,27,14,128027,17,19,24,7,41,2009,GLP,Porto2,Porto181,1
74,Navio3840,30,14,53225,11,9,34,7,104,2000,GLP,Porto139,Porto193,1
75,Navio3045,40,12,122238,11,9,33,11,76,2006,GLP,Porto100,Porto77,0
76,Navio2833,58,15,85024,14,13,29,7,87,2020,GLP,Porto19,Porto183,0
77,Navio3920,22,14,72332,11,12,34,18,33,2013,GLP,Porto48,Porto61,0
78,Navio3999,39,12,132342,17,11,28,7,69,2016,GSM,Porto33,Porto176,0
79,Navio3873,31,17,189744,8,8,30,12,60,2003,GL,Porto180,Porto53,1
80,Navio3669,54,11,143237,13,15,16,16,71,2016,CNTR,Porto37,Porto91,0
81,Navio3730,58,14,36407,11,11,19,13,100,1999,CNTR,Porto140,Porto146,1
82,Navio2431,26,7,131965,10,16,12,19,56,2011,CG,Porto170,Porto10,0
83,Navio2381,20,6,116380,17,12,25,19,55,2013,GS,Porto140,Porto14,0
84,Navio2818,33,10,122797,10,11,18,14,52,2016,CG,Porto103,Porto38,0
85,Navio3757,56,17,155373,15,12,24,10,45,2001,GS,Porto68,Porto135,1
86,Navio3351,41,17,46502,16,8,29,5,25,2018,GLP,Porto106,Porto11,0
87,Navio3205,55,11,106713,11,14,11,7,62,2011,CNTR,Porto25,Porto82,0
88,Navio3032,59,12,120283,14,16,12,8,67,2014,GSM,Porto9,Porto82,0
89,Navio2359,45,15,83713,17,9,28,17,83,2008,GSM,Porto114,Porto164,0
90,Navio2163,16,9,55225,14,13,19,19,12,2013,CG,Porto194,Porto194,0
91,Navio2745,30,11,148573,10,12,28,17,17,2011,GSM,Porto191,Porto172,0
92,Navio3848,17,7,168174,13,16,16,17,82,2011,GSM,Porto120,Porto52,1
93,Navio2089,23,7,150771,12,9,15,19,51,2012,CNTR,Porto129,Porto68,0
94,Navio2773,49,11,114155,14,12,26,16,39,2007,GS,Porto150,Porto153,0
95,Navio3138,27,13,75892,14,11,29,15,82,2021,GS,Porto17,Porto139,0
96,Navio3389,25,17,86055,15,15,33,11,79,2010,GSM,Porto80,Porto67,0
97,Navio2112,41,8,87151,12,13,16,15,14,2011,GLP,Porto20,Porto9,0
98,Navio3037,42,17,131313,14,15,34,17,77,2017,GSM,Porto139,Porto83,0
99,Navio3343,56,14,53600,13,15,29,16,107,2022,CG,Porto104,Porto182,0
100,Navio3697,22,13,121476,16,18,28,15,100,2010,CNTR,Porto182,Porto23,0
101,Navio3703,32,7,154763,15,15,29,9,68,2010,CG,Porto152,Porto85,0
102,Navio2536,33,14,132123,9,12,34,8,78,2009,GLP,Porto13,Porto69,0
103,Navio3088,50,6,135568,8,8,13,15,18,2011,GSM,Porto119,Porto53,0
104,Navio3983,15,16,155894,18,14,20,19,108,2003,CNTR,Porto11,Porto172,1
105,Navio3726,51,17,144773,10,9,14,11,85,2008,GLP,Porto164,Porto150,0
106,Navio3251,59,15,109995,10,10,14,12,80,2016,CNTR,Porto168,Porto188,0
107,Navio3966,26,7,64456,10,10,30,18,39,2015,GSM,Porto77,Porto35,0
108,Navio3725,17,11,190743,8,11,33,7,72,1999,CNTR,Porto66,Porto17,1
109,Navio2435,41,10,39223,18,10,22,17,78,2019,CNTR,Porto68,Porto140,0
110,Navio3876,57,15,60923,9,15,28,18,39,2004,GSM,Porto39,Porto52,1
111,Navio3961,49,6,43334,19,16,28,7,41,2007,GLP,Porto109,Porto27,1
112,Navio2643,58,7,93131,12,13,32,17,67,2020,GS,Porto54,Porto68,0
113,Navio2673,37,11,89086,16,16,13,16,72,2017,GL,Porto25,Porto85,0
114,Navio3198,28,15,144828,8,11,26,10,51,2009,GSM,Porto10,Porto29,0
115,Navio3931,21,11,177929,16,15,20,9,109,2017,GSM,Porto87,Porto42,1
116,Navio3769,47,9,166323,13,14,19,15,99,2010,CNTR,Porto18,Porto191,1
117,Navio3662,16,13,51870,15,11,31,16,66,2012,GL,Porto191,Porto66,0
118,Navio3852,35,17,190867,15,10,20,18,107,2006,CNTR,Porto197,Porto8,1
119,Navio2587,28,14,43989,8,17,22,17,41,2020,GSM,Porto98,Porto103,0
120,Navio3535,53,10,57970,15,18,22,6,39,2018,GL,Porto174,Porto83,0
121,Navio2729,23,14,151157,15,8,15,15,24,2018,GS,Porto45,Porto145,0
122,Navio3898,53,6,164914,13,16,28,11,106,2007,GSM,Porto98,Porto96,1
123,Navio3728,32,9,30409,16,14,22,7,10,2007,GL,Porto162,Porto3,0
124,Navio3767,26,15,100717,12,17,32,15,85,2010,GS,Porto29,Porto118,0
125,Navio3727,22,15,69115,14,17,34,14,33,2010,CG,Porto122,Porto78,0
126,Navio3197,31,9,54608,8,10,23,11,11,2007,GSM,Porto111,Porto197,0
127,Navio3903,37,15,81767,17,10,20,16,16,2000,GLP,Porto179,Porto150,1
128,Navio2497,56,15,68936,14,13,30,17,59,2012,GLP,Porto72,Porto186,0
129,Navio3050,25,12,39754,16,18,31,11,64,2014,GL,Porto73,Porto184,0
130,Navio3549,19,12,108949,8,10,25,5,98,2016,CNTR,Porto178,Porto172,0
131,Navio3689,18,15,156193,13,19,31,5,115,2001,GLP,Porto123,Porto112,1
132,Navio2106,19,9,112836,15,9,25,17,103,2009,CNTR,Porto18,Porto8,0
133,Navio3057,55,17,49059,15,16,23,14,23,2013,CNTR,Porto21,Porto117,0
134,Navio3825,47,6,58585,19,13,23,7,109,2005,CG,Porto136,Porto84,1
135,Navio3692,27,12,197533,16,12,11,12,91,2000,GS,Porto54,Porto52,1
136,Navio2513,59,11,79675,9,17,10,12,11,2006,GL,Porto81,Porto135,0
137,Navio3612,34,16,55860,17,11,15,19,75,2009,CNTR,Porto58,Porto107,0
138,Navio2299,21,11,32969,14,16,28,11,30,2010,GS,Porto184,Porto123,0
139,Navio2104,35,6,97632,18,14,10,6,50,2009,GSM,Porto2,Porto195,0
140,Navio3367,22,7,109790,11,17,18,12,25,2011,GSM,Porto87,Porto34,0
141,Navio3868,28,11,103147,13,14,19,8,38,2011,GL,Porto134,Porto100,0
142,Navio3145,18,8,66072,17,13,22,6,45,2020,GS,Porto170,Porto139,0
143,Navio3484,34,9,53533,15,13,17,6,48,2010,GSM,Porto132,Porto23,0
144,Navio2943,34,9,88687,8,16,20,15,87,2020,GS,Porto150,Porto36,0
145,Navio3283,53,17,52303,15,10,29,9,53,2006,GLP,Porto195,Porto191,0
146,Navio3814,34,13,97516,13,10,13,14,82,2000,GS,Porto179,Porto85,1
147,Navio3808,36,7,170392,13,16,26,6,32,2003,CG,Porto172,Porto130,1
148,Navio3473,59,8,116544,15,9,17,19,48,2014,CG,Porto142,Porto155,0
149,Navio2820,31,10,115475,17,10,30,18,20,2008,CG,Porto92,Porto16,0
150,Navio2205,38,7,76578,13,16,20,19,44,2018,GSM,Porto18,Porto153,0
151,Navio3915,52,15,117354,10,14,31,8,108,2003,GL,Porto58,Porto90,1
152,Navio3475,20,11,90186,13,12,30,18,94,2016,CNTR,Porto29,Porto43,0
153,Navio3800,44,15,90012,9,11,17,14,30,2002,CNTR,Porto122,Porto51,1
154,Navio3707,21,11,34169,13,15,27,16,72,2012,CNTR,Porto77,Porto174,0
155,Navio2491,24,15,128784,9,15,13,17,65,2010,CNTR,Porto105,Porto6,0
156,Navio3748,54,13,69129,8,15,26,18,80,2018,GSM,Porto132,Porto144,0
157,Navio3900,30,8,127841,9,9,13,7,46,2005,CG,Porto156,Porto28,1
158,Navio2170,28,9,94667,18,18,28,13,114,2006,GL,Porto91,Porto134,0
159,Navio3438,43,11,108146,13,9,20,14,105,2012,CNTR,Porto142,Porto142,0
160,Navio3479,58,16,78218,13,8,25,5,49,2019,CNTR,Porto68,Porto160,0
161,Navio3130,57,7,104830,13,12,25,17,14,2021,CG,Porto121,Porto10,0
162,Navio3790,17,13,79344,14,8,33,11,12,2007,CNTR,Porto82,Porto36,0
163,Navio2520,50,11,127387,9,17,30,17,41,2011,CG,Porto97,Porto81,0
164,Navio3528,15,12,101955,14,14,31,17,52,2014,GLP,Porto70,Porto7,0
165,Navio3779,54,10,126585,8,19,21,13,24,2003,GL,Porto181,Porto92,1
166,Navio3731,56,7,159051,14,10,15,16,99,2006,CG,Porto93,Porto74,1
167,Navio3461,41,8,47587,18,8,18,19,55,2009,GL,Porto197,Porto66,0
168,Navio3933,19,7,175589,8,12,31,14,96,2010,CG,Porto122,Porto47,1
169,Navio3856,39,14,65509,13,16,11,16,116,2007,GSM,Porto32,Porto8,0
170,Navio2251,43,9,96441,11,15,14,5,119,2010,GSM,Porto166,Porto31,0
171,Navio3815,58,9,97961,9,9,16,16,52,2014,CNTR,Porto81,Porto132,0
172,Navio2293,37,14,83682,15,15,24,8,24,2006,GSM,Porto28,Porto150,0
173,Navio2776,52,14,105354,8,10,34,18,59,2013,GL,Porto64,Porto128,0
174,Navio3959,33,15,68166,9,10,28,19,91,2019,GLP,Porto52,Porto153,0
175,Navio3872,56,16,46231,10,16,25,14,45,2010,GSM,Porto24,Porto155,0
176,Navio3276,59,11,95716,18,13,19,7,21,2016,CG,Porto91,Porto84,0
177,Navio3585,57,16,50071,17,11,14,10,10,2020,GSM,Porto113,Porto33,0
178,Navio2960,58,9,98714,11,11,23,12,79,2010,CNTR,Porto115,Porto180,0
179,Navio3010,25,7,84858,15,17,17,18,66,2020,GLP,Porto95,Porto35,0
180,Navio3534,58,14,115048,17,18,15,17,89,2012,GLP,Porto132,Porto19,0
181,Navio2885,43,9,144408,16,10,29,7,87,2014,CNTR,Porto125,Porto166,0
182,Navio3116,42,15,121615,13,12,22,19,48,2017,GLP,Porto53,Porto52,0
183,Navio3833,55,12,87944,16,10,30,6,29,1999,CG,Porto143,Porto13,1
184,Navio3914,15,16,41414,9,17,25,9,95,2002,GSM,Porto169,Porto102,1
185,Navio2138,35,8,139084,14,10,33,12,86,2019,GL,Porto129,Porto167,0
186,Navio3739,15,11,164908,9,19,26,14,90,2021,CNTR,Porto135,Porto162,1
187,Navio3285,53,13,121304,14,12,26,11,103,2011,CG,Porto180,Porto65,0
188,Navio2813,26,14,135377,13,8,18,6,60,2022,CG,Porto134,Porto85,0
189,Navio2859,47,16,40712,8,9,31,9,61,2012,CNTR,Porto44,Porto79,0
190,Navio2755,33,6,69059,17,18,17,9,69,2010,GLP,Porto98,Porto168,0
191,Navio3967,25,7,114403,10,17,19,9,66,2005,GS,Porto96,Porto116,1
192,Navio2950,40,7,40875,12,14,21,7,62,2017,GS,Porto72,Porto184,0
193,Navio3870,55,11,173375,16,17,34,15,100,2022,CG,Porto43,Porto103,1
194,Navio3749,53,16,159660,12,14,31,11,21,2005,GLP,Porto47,Porto117,1
195,Navio3626,44,15,92210,9,17,33,15,93,2007,GSM,Porto20,Porto89,0
196,Navio3740,32,6,182505,18,16,28,18,99,2013,CG,Porto67,Porto195,1
197,Navio2659,52,13,98565,16,13,17,7,15,2015,GSM,Porto30,Porto132,0
198,Navio3874,54,12,166961,15,14,25,16,56,2018,GL,Porto153,Porto171,1
199,Navio2524,58,15,30277,18,15,15,6,28,2020,GL,Porto110,Porto161,0
200,Navio3652,41,12,98562,16,18,10,11,64,2015,GSM,Porto53,Porto130,0
201,Navio2914,53,7,99025,10,17,15,14,37,2014,GLP,Porto27,Porto35,0
202,Navio2807,25,14,112770,9,9,14,14,81,2014,CG,Porto64,Porto16,0
203,Navio3846,31,8,80528,18,16,21,9,37,2018,CG,Porto35,Porto151,0
204,Navio3759,56,10,68401,10,18,15,5,21,2015,GL,Porto151,Porto197,0
205,Navio2606,52,7,58085,12,11,23,7,11,2008,GLP,Porto184,Porto24,0
206,Navio3385,32,15,111382,16,13,24,13,102,2022,GS,Porto6,Porto164,0
207,Navio2240,51,17,103338,18,14,28,18,69,2022,CG,Porto91,Porto64,0
208,Navio3671,53,17,72158,14,18,13,16,91,2018,CG,Porto66,Porto86,0
209,Navio3474,37,11,35301,16,15,11,16,18,2022,CNTR,Porto33,Porto162,0
210,Navio3301,25,8,146394,9,13,23,5,33,2006,CG,Porto33,Porto182,0
211,Navio3406,54,10,122949,18,9,14,7,79,2009,GLP,Porto39,Porto168,0
212,Navio3683,54,12,74153,18,14,14,12,66,2005,CNTR,Porto52,Porto190,1
213,Navio3715,20,13,151865,16,9,16,18,76,2013,GSM,Porto33,Porto57,0
214,Navio3021,18,15,119874,8,18,12,9,52,2007,CNTR,Porto164,Porto114,0
215,Navio3184,58,15,96900,11,11,29,13,62,2017,GS,Porto178,Porto4,0
216,Navio3338,22,11,34600,18,18,34,19,49,2016,GL,Porto26,Porto106,0
217,Navio3066,52,6,149884,10,15,26,18,116,2013,CNTR,Porto186,Porto176,0
218,Navio3412,51,8,53756,14,13,26,16,22,2014,CG,Porto199,Porto109,0
219,Navio3810,22,12,128343,12,17,20,17,114,2015,GS,Porto112,Porto14,0
220,Navio3533,55,8,98099,16,12,12,19,64,2013,GSM,Porto179,Porto153,0
221,Navio3017,22,12,74815,15,15,30,7,47,2015,GS,Porto176,Porto172,0
222,Navio2692,54,11,134840,15,14,17,9,70,2019,GSM,Porto10,Porto40,0
223,Navio2641,42,11,132752,11,10,12,5,95,2019,CG,Porto76,Porto4,0
224,Navio2948,45,9,40737,8,17,13,11,94,2020,CNTR,Porto6,Porto14,0
225,Navio3743,26,8,178523,10,14,34,9,61,2000,CG,Porto145,Porto179,1
226,Navio2939,35,13,81453,15,17,16,14,61,2020,GSM,Porto159,Porto131,0
227,Navio3795,45,7,76608,19,14,12,19,34,2010,CG,Porto72,Porto81,1
228,Navio2087,42,7,154983,8,11,26,7,89,2015,GSM,Porto93,Porto8,0
229,Navio2996,39,12,88237,13,14,14,8,54,2015,CG,Porto108,Porto194,0
230,Navio3604,16,9,46080,17,14,18,11,14,2008,GS,Porto48,Porto142,0
231,Navio3180,31,8,104610,17,9,28,19,65,2019,GL,Porto108,Porto161,0
232,Navio3298,33,6,48617,15,17,20,6,78,2013,GLP,Porto64,Porto5,0
233,Navio3729,46,15,45144,12,13,32,17,115,2020,CNTR,Porto38,Porto196,0
234,Navio3691,18,10,60170,10,15,15,8,60,2020,CG,Porto43,Porto21,0
235,Navio2894,50,9,81048,18,9,28,16,100,2017,GS,Porto195,Porto178,0
236,Navio3660,28,8,72968,9,9,21,11,90,2001,CNTR,Porto159,Porto187,1
237,Navio2954,19,10,54393,8,12,27,19,17,2011,GSM,Porto37,Porto97,0
238,Navio3426,44,12,70885,8,9,28,7,17,2017,GS,Porto27,Porto150,0
239,Navio3124,24,8,106096,13,10,12,6,113,2021,GS,Porto150,Porto36,0
240,Navio2137,25,7,111879,15,10,13,5,51,2021,GS,Porto97,Porto137,0
241,Navio2237,26,13,55688,17,15,12,10,21,2013,GSM,Porto46,Porto192,0
242,Navio2175,20,16,91741,10,10,16,7,20,2020,GS,Porto51,Porto152,0
243,Navio3710,55,15,40360,14,15,20,10,115,1998,GS,Porto148,Porto19,1
244,Navio3015,40,6,88730,8,10,12,19,69,2011,CG,Porto27,Porto31,0
245,Navio3505,28,8,33955,15,13,14,15,98,2021,GL,Porto155,Porto183,0
246,Navio2827,15,17,126505,8,9,32,7,111,2012,GL,Porto7,Porto51,0
247,Navio3895,43,15,39107,18,19,21,17,20,2007,GL,Porto155,Porto173,1
248,Navio3819,37,17,194268,16,10,22,8,73,1998,GL,Porto53,Porto107,1
249,Navio3948,46,13,85282,17,10,34,19,42,2008,CNTR,Porto81,Porto11,0
250,Navio3832,48,15,36990,19,10,34,11,66,1998,GSM,Porto55,Porto171,1
251,Navio3665,45,7,143732,13,13,17,17,33,2021,CG,Porto101,Porto72,0
252,Navio2502,59,10,104028,18,11,12,19,72,2014,CNTR,Porto151,Porto98,0
253,Navio3324,42,12,81487,16,13,16,13,77,2011,GSM,Porto117,Porto122,0
254,Navio3711,53,12,119380,15,19,28,10,78,2019,GL,Porto102,Porto172,1
255,Navio2756,55,7,125834,17,11,32,11,56,2016,GL,Porto13,Porto116,0
256,Navio3085,26,6,114696,13,9,10,10,43,2018,GL,Porto36,Porto61,0
257,Navio3195,26,8,58932,18,13,26,10,115,2007,GSM,Porto52,Porto2,0
258,Navio2853,34,6,56501,9,18,33,12,96,2019,GSM,Porto172,Porto54,0
259,Navio2877,46,10,44210,8,11,10,10,55,2011,GLP,Porto179,Porto61,0
260,Navio3246,56,9,142653,14,14,13,9,69,2017,CNTR,Porto188,Porto157,0
261,Navio2909,19,11,133359,13,16,21,19,109,2006,GSM,Porto23,Porto122,0
262,Navio3370,51,9,95075,18,9,18,5,81,2011,GLP,Porto106,Porto22,0
263,Navio2132,17,8,134401,12,14,31,19,15,2015,CG,Porto155,Porto56,0
264,Navio2825,41,12,69001,9,12,27,17,59,2012,GS,Porto112,Porto80,0
265,Navio3960,37,16,153926,13,16,13,8,41,2005,GS,Porto117,Porto58,1
266,Navio2304,46,7,121900,15,18,15,19,50,2013,CNTR,Porto33,Porto27,0
267,Navio2553,24,17,48861,16,14,30,17,76,2022,GS,Porto193,Porto30,0
268,Navio3435,49,15,131261,11,18,32,9,29,2020,GLP,Porto104,Porto49,0
269,Navio3905,28,15,195368,9,13,25,5,111,2004,GLP,Porto166,Porto93,1
270,Navio2568,41,14,130686,17,10,18,11,45,2016,GS,Porto24,Porto11,0
271,Navio3953,35,17,33820,17,14,10,10,17,2015,GL,Porto101,Porto138,0
272,Navio3776,25,16,126792,9,19,14,8,27,2013,CG,Porto188,Porto129,1
273,Navio3201,21,12,108827,18,18,24,8,77,2016,GL,Porto178,Porto27,0
274,Navio3046,25,13,134169,13,11,12,12,64,2018,CNTR,Porto71,Porto39,0
275,Navio3954,39,14,134396,10,8,29,14,42,2013,GSM,Porto175,Porto83,0
276,Navio2329,59,11,116494,8,11,34,13,29,2017,GLP,Porto57,Porto16,0
277,Navio2476,43,9,148990,10,15,27,6,107,2015,GL,Porto36,Porto16,0
278,Navio2530,33,17,133778,8,12,31,15,59,2010,GS,Porto193,Porto70,0
279,Navio2449,53,15,98337,12,10,12,11,61,2014,GL,Porto173,Porto118,0
280,Navio3323,22,15,75639,8,15,30,9,63,2007,GLP,Porto120,Porto87,0
281,Navio3627,16,17,115524,17,8,26,18,112,2019,GLP,Porto40,Porto47,0
282,Navio3818,52,16,182828,15,16,15,13,81,2011,GLP,Porto147,Porto73,1
283,Navio3678,24,8,115339,14,14,29,9,69,2017,GLP,Porto38,Porto74,0
284,Navio2218,41,12,60040,10,18,22,11,19,2022,GLP,Porto151,Porto136,0
285,Navio2458,43,16,50977,17,11,27,12,49,2014,CNTR,Porto72,Porto100,0
286,Navio3826,44,12,135554,16,11,22,12,64,2020,CG,Porto128,Porto178,0
287,Navio2691,25,10,116185,11,10,20,13,62,2021,GSM,Porto105,Porto9,0
288,Navio3857,55,14,191973,19,9,12,7,76,2001,GLP,Porto35,Porto56,1
289,Navio2788,49,14,94785,18,17,24,17,48,2014,GL,Porto89,Porto145,0
290,Navio3944,21,7,64158,19,13,21,6,75,2003,CNTR,Porto94,Porto137,1
291,Navio3804,56,6,86013,19,19,29,7,99,2010,GSM,Porto53,Porto11,1
292,Navio3719,15,14,55462,15,8,30,13,68,2003,CG,Porto173,Porto49,1
293,Navio3981,36,15,134156,10,18,23,5,50,2004,CG,Porto68,Porto87,1
294,Navio3828,32,17,85637,18,12,14,5,81,2000,GSM,Porto191,Porto70,1
295,Navio2953,27,17,38971,13,15,17,18,70,2021,GS,Porto193,Porto83,0
296,Navio3797,22,15,97594,16,19,18,13,11,2014,GS,Porto99,Porto26,1
297,Navio2655,22,6,116028,15,13,22,12,40,2012,GL,Porto24,Porto47,0
298,Navio2223,32,9,62748,8,13,30,8,11,2021,GLP,Porto49,Porto60,0
299,Navio2314,56,12,47267,14,11,25,6,84,2011,GS,Porto35,Porto94,0
300,Navio3902,40,10,54639,11,11,26,17,106,2006,GSM,Porto192,Porto82,0
301,Navio3893,56,8,91584,19,17,31,7,96,2010,CNTR,Porto128,Porto42,1
302,Navio2548,52,8,113233,8,9,10,6,105,2013,GSM,Porto4,Porto189,0
303,Navio3789,59,13,90925,12,15,22,14,40,2006,GSM,Porto141,Porto118,0
304,Navio2839,49,9,141115,10,18,10,15,18,2015,GL,Porto13,Porto14,0
305,Navio2856,19,14,58991,13,15,11,15,103,2020,CNTR,Porto37,Porto20,0
306,Navio3889,49,13,184296,10,19,14,14,67,2015,GL,Porto158,Porto93,1
307,Navio2278,42,16,58992,13,17,31,8,86,2011,GLP,Porto189,Porto182,0
308,Navio3881,32,15,192498,19,12,34,11,89,2001,GL,Porto81,Porto71,1
309,Navio2099,21,14,36628,8,8,27,12,46,2012,GL,Porto45,Porto108,0
310,Navio3766,58,8,102833,14,13,18,9,111,2016,GL,Porto163,Porto194,0
311,Navio3211,21,14,56079,9,14,30,7,53,2014,CG,Porto178,Porto145,0
312,Navio2307,25,7,106631,13,11,34,14,45,2011,GS,Porto85,Porto153,0
313,Navio2459,58,13,139002,16,12,34,17,83,2010,GSM,Porto188,Porto142,0
314,Navio3916,24,6,109713,11,8,25,16,24,2008,CG,Porto36,Porto94,0
